product,shop_name,price,listing_age,total_views,views_per_month,total_reviews,total_favorites,avg_reviews,shop_age,total_shop_sales,category,listing_type
"Hollow Knight Resin Lamp, Hornet Video Game Diorama, Indie Gamer Desk Setup, Unique Handcrafted Gift for Boyfriend",,$179.66,24,"59,145",2464.4,184,"2,186",8,66,"55,400",Home & Living,Physical
"Large Resin Ball 60mm -120 mm ball silicone molds ,Epoxy Resin art for preserved flower , Resin Led Lamp Home Decor",,$3.80,48,"58,657",1222.0,96,"2,707",2,50,"28,790",Craft Supplies & Tools,Physical
"Sea Turtle Resin Lamp, Handmade Art, Personalized Diver Decoration, Best Friend Gift, Unique Decor, Gift for Kids",,$74.80,36,"58,525",1625.7,139,"1,951",4,66,"8,644",Home & Living,Physical
"Christmas Gift, Spinosaurus Dinosaur Figure, Customer Jurassic world night light, Dinosaur night light, Dinosaur statue, Unique night light",,$135.00,11,"58,265",5296.8,22,"1,210",2,39,"20,551",Home & Living,Physical
"Eevee Evolution Resin Lamp, Unique Epoxy Lamp for Kid, custom night light, pokemon figure, mother's day gift ideas",,$99.80,13,"58,256",4481.2,83,"2,538",6,39,"17,432",Home & Living,Physical
"Custume O.ri and the B.lind Forest,Hot Anime, Epoxy Resin Lamp, Wood Lamp, Handmade Lamp, Game Gift, Video Game, Valentine's Day gifts",,$135.00,23,"58,181",2529.6,60,"1,885",3,39,"20,551",Home & Living,Physical
"Interstellar Epoxy Lamp, Custom Epoxy Resin Lamp, Resin and Wood Night Light, Resin Wood Art Lamp, Custom Night Light, Personalized Light",,$157.50,34,"57,382",1687.7,152,"3,090",4,66,"55,400",Home & Living,Physical
Jellyfish & Diver Resin Wood Night Light: Ocean Art Decor,,$109.80,45,"57,228",1271.7,32,"1,061",1,54,"31,299",Home & Living,Physical
"Jellyfish & Coral Epoxy Resin Night Light- Axolotl resin lamp, Mexican Salamander resin art lamp, mother's day gifts",,$99.80,27,"57,077",2114.0,38,"3,376",1,34,"16,179",Home & Living,Physical
K.night from Holl.ow Kn.ig.ht Epoxy Lamp ver 2 Hornet Resin Lamp H.ollow knight figure Terrarium Personalized Night Light diorama lamp,,$137.25,21,"56,870",2708.1,87,"3,074",4,64,"62,570",Home & Living,Physical
"Coral Reef Table Lamp, Resin Ocean Night Light, Coastal Lamp, Beach House Decor, Nautical Reef Lamp Gift, Reef Sculpture",,$50.00,38,"56,553",1488.2,78,"4,286",2,41,"1,166",Home & Living,Physical
Lava Wood Resin Lamp: Handmade Epoxy Bedside Light,,$164.00,51,"55,150",1081.4,20,"1,246",0,62,"1,053",Home & Living,Physical
"Fantasy Knight Diorama Lamp, Dark Spirits, Onion Armor Resin Night Light, Video Games Gift, collectible statue, Great Quality",,$109.80,19,"54,416",2864.0,57,"1,315",3,54,"31,299",Home & Living,Physical
"Shadow Monarch and Insect King Inspired Lamp, Anime Ji.woo Resin Night Light, Solo Le.veling Epoxy Lamp",,$137.25,20,"54,411",2720.6,59,"1,721",3,64,"62,570",Home & Living,Physical
"Night Light scuba diver ocean, Ray lamp resin, epoxy resin wood, custom resin epoxy lamp, blue ocean lamp,shark epoxy lamp,christmas gift",,$163.40,31,"54,024",1742.7,97,"1,953",3,63,"6,117",Home & Living,Physical
"To.oth.less Night Lights, T.ooth.less and l.ight fu.ry Epoxy lamp Table Lamp HTTYD night lamp, Housewarming Gifts Bedroom lamp, Unique Gift",,$135.00,20,"53,533",2676.7,47,"2,475",2,39,"20,551",Home & Living,Physical
"Avatar Inspired Epoxy Resin Lamp: Fantasy Wood Desk Decor,Christmas gift",,$129.44,23,"53,476",2325.0,61,"2,650",3,38,837,Home & Living,Physical
"WW2 Tiger Tank Resin Diorama Lamp, Military Sculpture Art",,$395.00,28,"52,998",1892.8,18,"1,263",1,94,677,Art & Collectibles,Physical
"Halloween Resin Lamp: Jack and Ghost Dog, Spooky Handmade Decor, Jack and sally resin lamp, gift for him, mother's day gift",,$99.80,9,"52,711",5856.8,67,"2,384",7,34,"16,179",Home & Living,Physical
"Monster resin night light, Diorama resin epoxy, Atomic Breath, resin lamp, home decor, gift for son, gift for Kids, Back to school Gift",,$150.00,32,"52,462",1639.4,15,373,0,39,"20,551",Home & Living,Physical
"Horror Resin Lamp with Michael Figure, Creepy Halloween Night Light, Spooky Gothic Home Decor, Gothic Valentine Gift Idea",,$137.25,9,"52,403",5822.6,56,"1,573",6,64,"62,570",Home & Living,Physical
"The EARTH and Astronaut Epoxy lamp, EGO lamp, Gravity in Space Night light, Moon night light, personalized night light",,$39.80,30,"52,356",1745.2,36,"1,857",1,64,"62,570",Electronics & Accessories,Physical
"Diorama Mael.le Expedition 33 Night lamp, Handmade Resin & Wood Lamp | Sci-Fi Lamp | Unique Ambient Light, Gamer gifts",,$137.25,9,"52,242",5804.7,100,"1,194",11,64,"62,570",Home & Living,Physical
"Fire Tooth.less and light Fu.ry Night Light – HTTYD Epoxy Lamp, Unique Gift, resin art, Housewarming Gifts Bedroom lamp",,$137.25,11,"52,241",4749.2,57,"1,877",5,64,"62,570",Home & Living,Physical
"Blessed Mother Resin Wood lamp,Virgin Mary, Christian Art,Christian Bedside,Easter gifts, Housewarming gift, Religious Gifts,gift for Mom",,$129.00,36,"51,973",1443.7,57,"1,570",2,43,"15,304",Home & Living,Physical
"Custom Alien Creature Resin Lamp Wood, Alien Epoxy Lamp, Sci-Fi Horror Being Night Light, Table Lamp, Gift For Him, Halloween Gifts",,$122.50,22,"51,524",2342.0,63,"2,697",3,66,"55,400",Home & Living,Physical
"Handmade Shark Epoxy Lamp: RGB LED Headphone Stand, Gamer Gift",,$258.00,46,"51,329",1115.8,34,"2,427",1,54,"31,299",Home & Living,Physical
"Customer Optimus Prime night light, Christmas gifts , Gift for kids, Robot Figure, table lamp, Transformers Model resin Gift, Megatron",,$135.00,15,"50,994",3399.6,71,"1,363",5,39,"20,551",Art & Collectibles,Physical
"Explosion Resin Diorama Lamp: Atomic Bomb Fallout Art, Storm Cloud Lamp, Nuclear Bomb Explosion Resin Lamp, Fallout Inspired",,$109.80,23,"50,509",2196.0,69,"2,934",3,54,"31,299",Home & Living,Physical
"De.s.ti.ny2 lamp , Custom anime Night Lamp, epoxy resin lamp, Handmade Resin Wood Lamp, Custom Night Light, Handcrafted Gift",,$121.89,30,"50,265",1675.5,117,"2,380",4,54,"22,721",Home & Living,Physical
"Large size Jesus Resin Wood Nitht lights: A Christian Bedside / Table lamps and Headphone Stand, Home Housewarming Decor Religious Gifts",,$168.00,43,"49,674",1155.2,28,"1,660",1,64,"20,210",Home & Living,Physical
"Handmade Anime Demon Hunter Resin lamp, Shadow Slayer, Tan.ziro and Ne.ruko figure, Hot Anime Model, Christmas idea gift",,$109.80,7,"48,443",6920.4,54,"1,400",8,54,"31,299",Home & Living,Physical
Titanic Kraken Resin Lamp: Handmade Octopus Night Light,,$109.80,33,"48,371",1465.8,6,882,0,54,"31,299",Home & Living,Physical
"Fourth wing dragon resin lamp - Legend Diorama luxury corporate gifts, Handmade Fire and Ice Dragon Gift, father's day gift ideas",,$99.80,20,"48,316",2415.8,52,"2,276",3,34,"16,179",Home & Living,Physical
"Handmade Icebound Sword Sword Resin Lamp: Gamer Decor Gift, gift for him, gift for gamer, Handmade Sword figure, Fantasy world, Home Decor.",,$109.80,19,"47,795",2515.5,78,"1,738",4,54,"31,299",Home & Living,Physical
Diorama Darth Va.der Epoxy Lamp Star W.ar Night Light Custom Home Decor Night Light Epoxy art Custom Gift idea Christmas gift for him,,$131.11,18,"47,479",2637.7,49,851,3,58,"22,719",Home & Living,Physical
"Explosion Bomb resin lamp, atomic bomb resin night light, nuke lamp fallout, Nuclear Bomb Explosion Storm Cloud Lamp, valentine gift for him",,$88.00,26,"47,452",1825.1,80,"2,699",3,39,"17,432",Home & Living,Physical
Floating Cherry Blossom Resin Lamp Zen Desk Art Sakura Petal Sculpture for Nature Admirer,,$96.89,40,"47,186",1179.7,72,"3,511",2,41,"3,019",Art & Collectibles,Physical
Desk LED Lamp Table Lamp/Wireless or USB Charger/Flexible Goose Neck/Modern Minimalist Loft Design /Home wooden Decor/Study Lamp For Kids,,$158.98,80,"47,046",588.1,78,"2,740",1,111,"8,923",Home & Living,Physical
"TLOZ Inspired Lamp for Gamers – Master Sword Resin Wood Night Light, Father's Day Gift for Him",,$79.00,6,"47,037",7839.5,82,"2,902",14,64,"20,210",Home & Living,Physical
"Lord King Resin Lamp, Custom Movie Epoxy Night Light,Christmas Epoxy Resin Lamp, Magic Ring Lamp, Gift For him, Birthday Gift,Christmas gift",,$20.00,20,"45,837",2291.8,10,"1,176",1,50,"10,764",Home & Living,Physical
"Handmade Legendary Sword, Sword Silent Princess Flower lamp, Resin Wood Lamp, Hylaria Statue Gaming Decor, Winter Gifts for Him, TLoZ BOTW",,$109.80,19,"45,730",2406.8,59,"2,580",3,54,"31,299",Home & Living,Physical
"Galaxy Night Light ver 4, Epoxy and Wooden Night Lights, Galaxy Epoxy Resin Wood Night lamp, Epoxy lamp Space, Room decor lamp",,$40.71,32,"44,774",1399.2,33,"1,745",1,64,"62,570",Home & Living,Physical
"Silksong Hornet Resin Lamp, Hollow Knight SilkSong Figure, Handmade Gamer Gift, Gift for Him, Game Decor Lamp, Valentine's Gift for Him, Her",,$123.82,8,"44,728",5591.0,136,"1,265",17,33,"6,921",Home & Living,Physical
"Handmade Night Light, Silksong Hornet Resin Lamp, Hollow Knight SilkSong Figure, Handmade Gamer Gift, Hollow Knight resin figure decor, lamp",,$135.00,7,"44,707",6386.7,81,988,12,39,"20,551",Home & Living,Physical
"Custom monters resin wood lamp , Custom Hero Resin Lamp figure , Terrarium Personalized Night Light, Bedroom lamp diorama resin epoxy",,$99.90,30,"44,553",1485.1,46,"1,620",2,43,"15,304",Home & Living,Physical
Kamehameha Resin Lamp Goku-Inspired Handmade Anime LED Lamp DBZ Power Blast Decor Super Saiyan Room Resin Night Light Gift for Him,,$80.00,5,"43,886",8777.2,36,627,7,15,"1,157",Home & Living,Physical
Fusion Handmade Oak Wood & Resin Lamp: Modern Nightstand Decor,,$135.00,35,"43,536",1243.9,17,"1,117",0,62,"1,053",Home & Living,Physical
Resin Initial Lamp with Silver Leaf: Custom LED Letter Light Gifts,,$27.03,68,"43,037",632.9,15,970,0,129,"4,725",Home & Living,Physical
Samurai Training Under Bonsai Resin Lamp - Japanese Inspired Desk Sculpture,,$96.89,28,"42,937",1533.5,65,"2,699",2,41,"3,019",Art & Collectibles,Physical
Aurora Borealis Paperweight Northern Lights Paperweight Decor Resin Wood Globe Northern Lights Gift Aurora Borealis Home Decor,,$77.75,29,"42,860",1477.9,52,"2,300",2,58,"22,719",Art & Collectibles,Physical
"Custom engraved resin lamp featuring Baby’s Breath flowers, Lover gifts, Christmas gift, Valentine day, gift for her",,$58.33,18,"42,804",2378.0,43,"1,633",2,23,"3,641",Home & Living,Physical
"Anime Epoxy Lamp, Custom anime Night Lamp, epoxy resin lamp, Handmade Resin & Wood Lamp, Custom Night Light, Handcrafted Gift",,$104.75,29,"42,262",1457.3,44,970,2,54,"22,721",Home & Living,Physical
"Mermaid & Jellyfish Epoxy Resin Night Light, Handmade Wood Lamp, Father's Day Gift for Him",,$146.00,51,"42,205",827.5,16,"2,117",0,64,"20,210",Home & Living,Physical
"Explosion Resin diorama- nuke bomb fallout 4, Atomic bomb diorama, Storm Cloud Lamp, Nuclear Bomb Explosion Resin Lamp, Fallout Inspired",,$88.00,19,"41,883",2204.4,89,"2,762",5,39,"17,432",Home & Living,Physical
"TOTK Master Sword Night lights Lamp - TLOZ BOTW Resin Wood Hylia Statue Desk Decor, Gaming Decor - Father's Day Gift for Him",,$138.00,33,"41,742",1264.9,93,"2,671",3,64,"20,210",Home & Living,Physical
"Handmade Diorama Monster lamp, the new em.pire, Land inside the Earth, Resin Lamp, Night Light, epoxy, Resin Wood Art Lamp, Home decor",,$135.00,24,"41,724",1738.5,74,"1,296",3,39,"20,551",Home & Living,Physical
"Mother's day Gift, Gen.gar Po.kemon Epoxy Lamp, Pok.emon World Resin Diorama Lamp, Custom Diorama Kit, Poke.mon Table Lamp, gengar figure",,$135.00,16,"41,280",2580.0,36,"2,096",2,39,"20,551",Home & Living,Physical
"MAGIC WORLD Resin Lamp, Mystery Epoxy Lamp, Resin Night Light, Resin Wood Art Lamp, Custom Night Light, Personalized Gift for Home Decor",,$157.50,31,"41,127",1326.7,61,"1,551",2,66,"55,400",Home & Living,Physical
"Two Little Dinosaur Night Light, Handmade Ornaments, Best Friend Gifts, Unique Decor, Halloween Gift, Christmas Gift",,$74.80,36,"40,942",1137.3,66,"1,850",2,66,"8,644",Home & Living,Physical
"Godzilla Resin Lamp, Handmade Wood and Epoxy Night Light",,$86.00,10,"40,657",4065.7,68,"1,249",7,63,"6,112",Home & Living,Physical
"Pokemon gift, custom epoxy lamp, eevee evolution pokemon lamp, bedside lamp, vaporeon epoxy lamp, pokemon birthday, resin night light",,$117.98,25,"40,579",1623.2,27,"2,299",1,59,"12,310",Home & Living,Physical
Nordic Style Tree Branch Floor Lamp with Moon- Inspired Round Resin Lamp Shade,,$273.97,27,"40,379",1495.5,16,"2,911",1,53,"1,019",Home & Living,Physical
"Li.nk Zel.da Resin Lamp, Link Ze.ld.a and Master Sword Resin Table lamp Anime Lamps, custom resin night light Christmas Gift for him game pc",,$190.45,9,"40,026",4447.3,46,"1,285",5,54,"22,721",Home & Living,Physical
"Handmade Mermaid Resin Lamp, Mermaid-Inspired Resin Art Lamp, Gift for Mermaid lovers, Fantasy Mermaid Gift, Resin Art Lamp",,$100.00,80,"39,976",499.7,26,"1,696",0,80,"1,782",Home & Living,Physical
"Energy Warrior Battle Lamp, Resin Dragom Lamp, Anime Style Fight Scene, Gaming Desk Decor, Unique Gift Idea Father day",,$121.11,6,"39,757",6626.2,13,940,2,58,"22,719",Home & Living,Physical
"Mother's day Gift, Xmas Lamp, Super Hero Night light Custom Hero Resin Lamp figure Terrarium Personalized Night Light, Bedroom lamp diorama",,$135.00,16,"39,570",2473.1,33,"1,522",2,39,"20,551",Home & Living,Physical
Diorama Totk Li.nk Z.eld.a Epoxy Lamp L.ink Ze.lda Night Light Link Home Decor Night Light Epoxy art Custom Giìt idea Christmas gift for her,,$132.22,18,"39,536",2196.4,85,"1,588",5,58,"22,719",Home & Living,Physical
"Custom Valorent Epoxy lamp, Video game agent figurines Night Light, Omen Valorant lamp resin lamp, resin Diorama, Cool gifts father's day",,$137.25,20,"39,525",1976.2,20,423,1,64,"62,570",Home & Living,Physical
"Diver and jellyfish Night Lights , Ocean Art Epoxy Resin Wood Light Lamp, Home decor, Mom gifts, Father's Day Gift for Him",,$158.00,61,"39,455",646.8,25,"1,895",0,64,"20,210",Home & Living,Physical
"Sea Creatures , wood resin , Epoxy resin ocean lamp-Ocean resin art -Home decor- handmade gift-Arts and crafts from epoxy resin,mother gift",,$219.00,42,"39,147",932.1,20,"1,251",0,43,"15,304",Home & Living,Physical
"HK Knight & Hornet Resin Lamp – Resin Wood Sherma Night Light, Gamer Gift for Him, Video Game Decor, Fan Made Merch Father's Day Gift",,$116.00,7,"39,127",5589.6,99,"1,204",14,64,"20,210",Home & Living,Physical
"DOLPHIN Epoxy Lamp, Custom Epoxy Resin Lamp, Resin Night Light, Resin Wood Art Lamp, Custom Night Light, Personalized Night Light, Gifts",,$129.50,32,"38,633",1207.3,54,"1,075",2,64,"62,570",Home & Living,Physical
"Space epoxy resin lamp with wooden box, Universe Lamp, Galaxy Resin Night Light, galaxy lamp for home decor, mother's day gifts",,$99.80,30,"38,591",1286.4,48,"2,046",2,34,"16,179",Home & Living,Physical
Sea Color Flower Ceiling Light: Resin Floral Pendant Lamp,,$209.00,126,"38,262",303.7,28,"3,443",0,166,"11,545",Home & Living,Physical
Orgonite Crystal Pyramid Lamp: Energy Generator Resin Art,,$165.00,54,"38,119",705.9,14,"1,163",0,54,"31,299",Home & Living,Physical
"The Mand.al.orian Diorama Night Light, Custom Star W.ar Epoxy Lamp, Darth Lord Resin Night light, Unique Gift, Valentine Gift for Him",,$137.25,6,"37,914",6319.0,56,"1,193",9,64,"62,570",Home & Living,Physical
3D Sphere Silicone Mold-Large Sphere Resin Mold-Crystal Sphere Mold-Planet Ball Mold-Sphere Lamp Mold-DIY Micro Landscape Decor Mold,,$1.80,91,"37,891",416.4,41,"1,812",0,93,"95,327",Craft Supplies & Tools,Physical
"Gourd Table Lamp - Nymph Fairy Lights, Coastal Decor",,$225.62,145,"37,424",258.1,14,"2,599",0,151,"2,090",Home & Living,Physical
"Custom Mini 8cm Pyramid Lamp, Pet Loss Memorial Keepsake, Cremains Bereavement Gift",,$80.44,43,"37,405",869.9,28,864,1,54,825,Pet Supplies,Physical
"Diorama Dar.th vader, Star.war epoxy resin lamp, Custom Home Decor Night Light Epoxy art Custom Gift idea Christmas gift for him",,$90.00,10,"37,189",3718.9,12,446,1,10,"1,774",Home & Living,Physical
"Xeno.morph and Pr.ed.ator Resin Lamp, Ali.en Epoxy Lamp, Alien Predator monters resin wood lamp, epoxy Xen.omorph figure, Christmas Gifts",,$131.11,18,"36,303",2016.8,63,"1,335",4,58,"22,719",Home & Living,Physical
"Resin Wood Shark Night Light, Shipwreck Diver Desk Decor, Personalized Gift, Father's Day Gift for Him",,$146.00,36,"36,298",1008.3,28,"1,617",1,64,"20,210",Home & Living,Physical
"Night light scuba diver,shark lamp resin,lamp epoxy resin ocean,epoxy resin lampBlue ocean lamp, custom resin lamp,Handmade gift, Baby gift",,$163.40,31,"36,018",1161.9,63,"1,372",2,63,"6,117",Home & Living,Physical
Personalization Dried Flower Name Night Light Custom Epoxy Resin Letters Lamp With Wood LED Light Mother' Day Gifts,,$34.99,62,"36,012",580.8,89,907,1,159,"67,293",Home & Living,Physical
Customizable dollhouse lamp with battery-operated LED,,$8.00,42,"35,958",856.1,404,"2,636",10,51,"1,494",Art & Collectibles,Physical
button LED button buttons mini light lamp light for resin diameter 10 mm,,$6.96,45,"35,944",798.8,70,941,2,88,"22,406",Craft Supplies & Tools,Physical
"Rocinante Ship Resin Lamp: Sci-Fi Space Night Light, Rocinante Space figure, mother's day gift ideas",,$99.90,16,"35,798",2237.4,71,"1,380",4,34,"16,179",Home & Living,Physical
"Dragon ikran couple Resin Night Lights - Avatar Inspired Resin Lamp – Ikran Dragon with Jake & Neytiri, christmas gift ideas",,$60.00,32,"35,718",1116.2,42,"2,049",1,34,"16,179",Home & Living,Physical
"Atomic Bomb Diorama Lamp: Nuke Explosion Resin Art, epoxy resin art, Storm Cloud Lamp, Gift for him, Fathers Day",,$109.80,23,"35,711",1552.7,49,"2,251",2,54,"31,299",Home & Living,Physical
"Xmas night light, Diorama Monster and the Land inside the Earth, diorama monster resin lamp, Night Light, Resin Art Lamp, Anime lamp",,$135.00,18,"35,174",1954.1,64,994,4,39,"20,551",Home & Living,Physical
"SCUBA DIVER Epoxy Lamp, Custom Epoxy Resin Lamp, Resin Night Light, Resin Wood Art Lamp, Custom Night Light, Personalized Night Light",,$163.33,34,"35,166",1034.3,110,"1,147",3,66,"55,400",Home & Living,Physical
"Fire Dragon and Ice Dragon Resin Lamp, Dragon lamp for home decor, resin night light, Gift for Him, Birthday gift for kids, dragon fan gifts",,$99.80,39,"35,088",899.7,74,"2,053",2,43,"15,304",Home & Living,Physical
"Leaf Floor Lamp 122cm (4'0), Wood Stand - Minimalist Living Room Lamp Made From Resin Paper Material | Housewarming Gift Idea For Friends",,$204.25,78,"34,745",445.4,76,"1,418",1,187,"1,530",Home & Living,Physical
"Handmade resin gifts,Deer under the cherry blossom tree handmade epoxy resin ornaments, pink epoxy resin lamp, handmade epoxy resin art",,$53.95,12,"34,703",2891.9,35,"1,768",3,37,"1,707",Home & Living,Physical
"Darth Va.der Diorama Lamp Star war.s movie diorama resin lamp,Stormtrooper lamp Sword lightsaber for gaming decor room figure birthday Gift",,$137.25,18,"34,655",1925.3,54,"1,525",3,64,"62,570",Home & Living,Physical
"BIONIC M.ew2 Genetic Creature Resin Night Light, Futuristic Capsule Lab Lamp, Sci-Fi Epoxy Art Lamp, Unique Gamer Gift, Anime-Inspired Decor",,$153.00,10,"34,622",3462.2,34,"2,178",3,24,829,Home & Living,Physical
"Orcinus orca vs Sea Turtle Resin Ocean Lamp – Handmade Night Light with Coral Reef & Manta Rays, halloween gifts, xmas gift ideas",,$99.00,31,"34,516",1113.4,63,"1,319",2,39,"17,432",Home & Living,Physical
"Custom night light, resin lamp, charizard pokemon lamp, pokemon gift, epoxy resin lamp, desk lamp, decor lamp, custom epoxy lamp",,$117.98,26,"34,425",1324.0,38,"1,228",1,59,"12,310",Home & Living,Physical
"Reaper monster resin lamp, Leviathan resin night light, table wood lamp, gift for gamer, gift for him, Christmas gifts",,$83.16,20,"34,390",1719.5,67,"1,282",3,23,"3,641",Home & Living,Physical
Resin Cyberpunk Robot Sculpture: Unique AI Droid Art Lamp,,"$3,300.00",83,"34,344",413.8,7,"1,183",0,94,677,Art & Collectibles,Physical
"Mother's day Gift, Customer handmade lamp, Resin lamp, birthday gift, Anime lamp, Gift for kids, Gift for him, gift for her, Epoxy lamp,",,$135.00,14,"34,276",2448.3,33,"1,857",2,39,"20,551",Home & Living,Physical
"Jellyfish & Coral Epoxy Resin Night Light ,Ocean Art Resin ,Home decor unique gift , Christmas Gift for your Love, Handmade Ocean Decor",,$99.90,29,"34,252",1181.1,53,"1,653",2,43,"15,304",Home & Living,Physical
"Timeinhand|Natural Flowers Night Light with Wood Base,Colorful Pressed Real Flowers Home Decoder,Custom Wedding Birthday Christmas Gifts",,$27.25,38,"34,211",900.3,33,"1,446",1,48,"10,201",Home & Living,Physical
"Wall-E and Eve resin lamp, Handmade Epoxy Diorama Epoxy Lamp resin art, Housewarming Gifts Bedroom lamp Valentine Gifts",,$137.25,6,"33,829",5638.2,33,"1,888",6,64,"62,570",Home & Living,Physical
"Ring of Flame Resin Night Lamp – custom resin night light, gaming decor, Lord Ring resin night light, sauron lamp for him, father's day",,$99.80,7,"33,753",4821.9,37,"1,552",5,39,"17,432",Home & Living,Physical
